CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Timor-Leste,TLS,,,NAT_TOTAL,20200531,2,1,0,,0,,0,,0,,1,1,0,,4,2,1,2,0,0,2,1,2,2,0,0,2,1,0,,,24,0,33.33,33.33,46.43,46.43,47.78,47.78,39.74,39.74,100,100
Timor-Leste,TLS,,,NAT_TOTAL,20200630,2,1,0,,0,,0,,0,,0,,0,,4,2,1,2,0,0,2,1,2,2,0,0,2,1,0,,,24,0,29.63,29.63,39.29,39.29,45.56,45.56,37.18,37.18,100,100
Timor-Leste,TLS,,,NAT_TOTAL,20200731,2,1,0,,0,,0,,0,,0,,0,,4,2,1,0,0,0,2,1,2,2,0,0,2,1,0,,,24,0,29.63,29.63,39.29,39.29,38.89,38.89,37.18,37.18,50,50
Timor-Leste,TLS,,,NAT_TOTAL,20200831,2,1,0,,0,,0,,0,,0,,0,,4,2,1,0,0,0,2,1,3,2,0,0,2,1,0,,,27,0,29.63,29.63,39.29,39.29,41.11,41.11,39.74,39.74,50,50
Timor-Leste,TLS,,,NAT_TOTAL,20200930,2,1,0,,0,,0,,0,,0,,0,,4,1,1,0,0,0,2,1,3,2,0,0,2,1,0,,,28,0,29.63,29.63,39.29,39.29,37.78,37.78,39.74,39.74,25,25
Timor-Leste,TLS,,,NAT_TOTAL,20201031,1,1,0,,0,,0,,0,,0,,0,,4,1,1,0,0,0,2,1,3,2,0,0,3,1,0,,,30,0,25.93,25.93,35.71,35.71,37.22,37.22,39.1,39.1,25,25
Timor-Leste,TLS,,,NAT_TOTAL,20201130,1,1,0,,0,,0,,0,,2,1,0,,2,1,1,0,0,0,2,1,3,2,0,0,3,1,0,,,30,0,27.78,27.78,39.29,39.29,38.33,38.33,40.38,40.38,25,25
Timor-Leste,TLS,,,NAT_TOTAL,20201231,1,1,0,,1,1,4,1,0,,2,1,1,0,4,1,1,0,0,0,2,1,3,2,0,0,3,1,0,,,44,0,52.78,52.78,60.71,60.71,53.33,53.33,57.69,57.69,25,25
Tonga,TON,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,,,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
Tonga,TON,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,0,,0,0,0,0,0,,0,,,,,5.56,5.56,7.14,7.14,3.33,3.33,3.85,3.85,0,0
Tonga,TON,,,NAT_TOTAL,20200331,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,93.52,93.52,100,100,61.67,61.67,71.15,71.15,0,0
Tonga,TON,,,NAT_TOTAL,20200430,0,,2,1,2,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,56.48,56.48,64.29,64.29,39.44,39.44,45.51,45.51,0,0
Tonga,TON,,,NAT_TOTAL,20200531,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,1,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,37.22,37.22,39.1,39.1,25,25
Tonga,TON,,,NAT_TOTAL,20200630,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,1,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,37.22,37.22,39.1,39.1,25,25
Tonga,TON,,,NAT_TOTAL,20200731,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Tonga,TON,,,NAT_TOTAL,20200831,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Tonga,TON,,,NAT_TOTAL,20200930,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Tonga,TON,,,NAT_TOTAL,20201031,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Tonga,TON,,,NAT_TOTAL,20201130,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Tonga,TON,,,NAT_TOTAL,20201231,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,5.56,5.56,7.14,7.14,3.33,3.33,3.85,3.85,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,1,1,0,0,0,0,0,,0,,,0,0,11.11,11.11,16.67,16.67,6.67,6.67,7.69,7.69,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,1,1,2,1,0,,4,0,,1,0,0,2,1,2,2,0,0,0,,0,,,87,3,79.63,79.63,91.67,91.67,62.22,62.22,67.95,67.95,25,25
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,2,2,0,0,1,1,0,,,116,8,90.74,90.74,95.24,95.24,77.22,77.22,77.56,77.56,75,75
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,,,117,8,87.04,87.04,91.67,91.67,72.78,72.78,72.44,72.44,75,75
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200630,3,1,2,1,2,1,3,1,0,,0,,0,,4,2,1,1,0,0,2,1,1,2,0,0,1,1,0,,,130,8,60.19,60.19,67.86,67.86,56.67,56.67,53.85,53.85,75,75
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200731,3,1,2,1,2,1,3,1,0,,0,,0,,4,0,,1,0,0,2,1,2,2,0,0,1,1,0,,,169,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200831,3,1,2,1,2,1,4,1,1,1,1,1,2,0,4,0,,0,0,0,2,1,1,2,0,0,4,1,0,,,1759,22,80.56,80.56,86.9,86.9,63.89,63.89,73.72,73.72,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20200930,3,1,2,1,2,1,4,1,1,1,1,1,2,0,4,0,,0,0,0,2,1,1,2,0,0,4,1,0,,,4531,76,80.56,80.56,86.9,86.9,63.89,63.89,73.72,73.72,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20201031,3,1,2,1,2,1,3,1,1,1,0,,0,,4,0,,0,0,0,2,1,1,2,0,0,4,1,0,,,5692,108,65.74,65.74,77.38,77.38,55,55,63.46,63.46,0,0
Trinidad and Tobago,TTO,,,NAT_TOTAL,20201130,3,1,2,1,2,1,3,1,1,1,0,,0,,4,1,0,0,0,0,2,1,1,2,0,0,4,1,0,,,6669,120,65.74,65.74,77.38,77.38,56.67,56.67,63.46,63.46,12.5,12.5
Trinidad and Tobago,TTO,,,NAT_TOTAL,20201231,3,1,2,1,2,1,4,1,1,1,0,,0,,4,1,0,0,0,0,2,1,1,2,0,0,4,1,0,,,7150,127,68.52,68.52,77.38,77.38,58.33,58.33,65.38,65.38,12.5,12.5
Tunisia,TUN,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,1,1,0,0,0,,0,,,394,10,90.74,90.74,95.24,95.24,70,70,69.23,69.23,75,75
Tunisia,TUN,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,1,1,0,0,0,,0,,,994,41,90.74,90.74,95.24,95.24,70,70,69.23,69.23,75,75
Tunisia,TUN,,,NAT_TOTAL,20200531,2,1,2,1,2,1,4,1,1,1,1,1,2,1,4,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1077,48,79.63,79.63,88.1,88.1,66.67,66.67,65.38,65.38,75,75
Tunisia,TUN,,,NAT_TOTAL,20200630,2,1,0,,0,,0,,0,,0,,0,,3,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1174,50,26.85,26.85,35.71,35.71,35,35,28.85,28.85,75,75
Tunisia,TUN,,,NAT_TOTAL,20200731,2,1,0,,0,,0,,0,,0,,0,,3,1,1,2,0,0,2,1,1,2,0,0,0,,0,,,1535,50,26.85,26.85,35.71,35.71,35,35,28.85,28.85,75,75
Tunisia,TUN,,,NAT_TOTAL,20200831,2,1,0,,0,,0,,0,,0,,0,,3,1,1,2,0,0,2,1,2,1,0,0,3,1,0,,,3803,77,26.85,26.85,35.71,35.71,38.89,38.89,33.33,33.33,75,75
Tunisia,TUN,,,NAT_TOTAL,20200930,1,1,0,,0,,0,,0,,0,,0,,3,1,1,2,0,0,2,1,1,1,0,0,3,1,0,,,18413,265,23.15,23.15,32.14,32.14,34.44,34.44,28.21,28.21,75,75
Tunisia,TUN,,,NAT_TOTAL,20201031,3,1,1,1,2,1,4,1,0,,2,1,2,1,3,1,1,2,0,0,2,1,1,1,0,0,3,1,0,,,59813,1317,75,75,75,75,65.56,65.56,64.1,64.1,75,75
Tunisia,TUN,,,NAT_TOTAL,20201130,2,1,1,1,2,1,4,1,0,,2,1,2,1,2,1,1,1,0,0,2,1,1,2,0,0,4,1,0,,,96769,3260,68.52,68.52,67.86,67.86,63.33,63.33,65.38,65.38,50,50
Tunisia,TUN,,,NAT_TOTAL,20201231,2,1,1,1,2,1,4,1,0,,2,1,2,1,2,1,1,1,0,0,2,1,1,2,0,0,4,1,0,,,139140,4676,68.52,68.52,67.86,67.86,63.33,63.33,65.38,65.38,50,50
Turkey,TUR,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,2,1,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,9.44,9.44,10.9,10.9,0,0
Turkey,TUR,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,2,1,0,0,0,,0,,,0,0,19.44,19.44,25,25,19.44,19.44,22.44,22.44,0,0
Turkey,TUR,,,NAT_TOTAL,20200331,3,1,2,1,2,1,0,,1,1,2,1,2,1,4,0,,0,0,0,2,1,2,1,0,0,0,,0,,,13531,214,75.93,75.93,91.67,91.67,53.33,53.33,61.54,61.54,0,0
Turkey,TUR,,,NAT_TOTAL,20200430,3,1,2,1,2,1,0,,1,1,2,1,2,1,4,2,0,1,0,0,2,1,2,2,0,0,0,,0,,,120204,3174,75.93,75.93,91.67,91.67,65,65,65.38,65.38,62.5,62.5
Turkey,TUR,,,NAT_TOTAL,20200531,3,1,2,1,2,1,0,,1,1,2,1,2,1,4,2,0,1,0,0,2,1,2,2,0,0,0,,0,,,163942,4540,75.93,75.93,91.67,91.67,65,65,65.38,65.38,62.5,62.5
Turkey,TUR,,,NAT_TOTAL,20200630,3,1,1,1,2,1,0,,1,1,2,1,1,1,3,2,0,2,0,0,2,1,2,2,0,0,4,0,0,,,199906,5131,63.89,63.89,80.95,80.95,66.94,66.94,63.78,63.78,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20200731,3,1,1,1,1,0,0,,0,,2,0,1,1,1,2,0,2,0,0,2,1,2,2,0,0,4,0,0,,,230873,5691,42.59,42.59,53.57,53.57,54.17,54.17,49.04,49.04,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20200831,3,1,2,1,2,0,0,,0,,2,1,0,,1,2,0,2,0,0,2,1,2,2,0,0,4,0,0,,,270133,6370,48.15,48.15,63.1,63.1,57.5,57.5,52.88,52.88,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20200930,2,1,2,1,2,1,4,0,1,1,1,1,2,1,1,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,318663,8195,69.91,69.91,77.38,77.38,71.39,71.39,68.91,68.91,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20201031,2,1,2,1,2,1,4,0,1,1,1,0,1,1,1,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,375367,10252,62.5,62.5,72.62,72.62,66.94,66.94,63.78,63.78,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20201130,3,1,2,1,2,1,4,0,1,1,1,0,1,1,1,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,638847,13746,66.2,66.2,76.19,76.19,69.17,69.17,66.35,66.35,87.5,87.5
Turkey,TUR,,,NAT_TOTAL,20201231,2,1,2,1,2,1,4,0,1,1,3,1,2,1,2,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,2208652,20881,80.09,80.09,80.95,80.95,77.5,77.5,75.96,75.96,87.5,87.5
Taiwan,TWN,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,1,1,0,,,10,0,19.44,19.44,25,25,22.22,22.22,25.64,25.64,0,0
Taiwan,TWN,,,NAT_TOTAL,20200229,1,1,0,,0,,0,,0,,0,,0,,3,0,,0,0,0,2,1,2,2,0,0,1,1,0,,,39,1,23.15,23.15,32.14,32.14,26.67,26.67,30.77,30.77,0,0
Taiwan,TWN,,,NAT_TOTAL,20200331,1,1,0,,1,1,0,,0,,0,,0,,4,0,,1,0,0,2,1,2,2,0,0,1,1,0,,,322,5,31.48,31.48,45.24,45.24,35,35,36.54,36.54,25,25
Taiwan,TWN,,,NAT_TOTAL,20200430,1,1,0,,1,1,0,,0,,0,,0,,4,1,0,1,0,0,2,1,2,2,0,0,4,1,0,,,429,6,31.48,31.48,45.24,45.24,41.67,41.67,42.31,42.31,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20200531,1,1,0,,0,,0,,0,,0,,0,,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,,,442,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20200630,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,1,1,0,,,447,7,23.15,23.15,32.14,32.14,33.89,33.89,33.33,33.33,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20200731,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,1,1,0,,,467,7,23.15,23.15,32.14,32.14,33.89,33.89,33.33,33.33,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20200831,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,488,7,23.15,23.15,32.14,32.14,35.56,35.56,35.26,35.26,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20200930,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,-0.02,2,1,3,2,0,0,2,1,0,,,514,7,23.15,23.15,32.14,32.14,35.56,35.56,35.26,35.26,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20201031,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,555,7,23.15,23.15,32.14,32.14,35.56,35.56,35.26,35.26,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20201130,1,1,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,675,7,23.15,23.15,32.14,32.14,35.56,35.56,35.26,35.26,37.5,37.5
Taiwan,TWN,,,NAT_TOTAL,20201231,0,,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,799,7,19.44,19.44,25,25,33.33,33.33,32.69,32.69,37.5,37.5
Tanzania,TZA,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
Tanzania,TZA,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,2.78,2.78,3.57,3.57,1.67,1.67,1.92,1.92,0,0
Tanzania,TZA,,,NAT_TOTAL,20200331,3,1,0,,2,0,3,1,0,,0,,0,,3,0,,0,0,0,2,1,0,1,0,0,0,,0,,,19,1,47.22,47.22,50.71,50.71,31.67,31.67,36.54,36.54,0,0
Tanzania,TZA,,,NAT_TOTAL,20200430,3,1,0,,2,0,3,1,0,,0,,0,,4,0,,0,0,0,2,1,0,1,0,0,2,0,0,,,480,16,50,50,54.29,54.29,35.83,35.83,41.35,41.35,0,0
Tanzania,TZA,,,NAT_TOTAL,20200531,3,1,0,,2,1,3,1,0,,0,,0,,0,0,,0,0,0,2,1,0,1,0,0,2,0,0,,,509,21,41.67,41.67,42.86,42.86,30.83,30.83,35.58,35.58,0,0
Tanzania,TZA,,,NAT_TOTAL,20200630,1,1,0,,1,1,3,1,0,,0,,0,,0,0,,0,0,0,2,1,0,1,0,0,2,0,0,,,509,21,28.7,28.7,32.86,32.86,23.06,23.06,26.6,26.6,0,0
Tanzania,TZA,,,NAT_TOTAL,20200731,1,1,0,,1,1,3,1,0,,0,,0,,1,0,,0,0,0,2,1,0,0,0,0,2,0,0,,,509,21,31.48,31.48,36.43,36.43,21.39,21.39,24.68,24.68,0,0
Tanzania,TZA,,,NAT_TOTAL,20200831,1,1,0,,1,1,3,1,0,,0,,0,,2,0,,0,0,0,1,1,0,0,0,0,2,0,0,,,509,21,28.7,28.7,35.24,35.24,19.72,19.72,22.76,22.76,0,0
Tanzania,TZA,,,NAT_TOTAL,20200930,1,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,1,0,0,0,2,0,0,,,509,21,12.04,12.04,20.24,20.24,11.94,11.94,13.78,13.78,0,0
Tanzania,TZA,,,NAT_TOTAL,20201031,1,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,0,0,0,2,0,0,,,509,21,17.59,17.59,25,25,15.28,15.28,17.63,17.63,0,0
Tanzania,TZA,,,NAT_TOTAL,20201130,1,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,0,0,0,2,0,0,,,509,21,17.59,17.59,25,25,15.28,15.28,17.63,17.63,0,0
Tanzania,TZA,,,NAT_TOTAL,20201231,1,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,0,0,0,2,0,0,,,509,21,6.48,6.48,10.71,10.71,8.61,8.61,9.94,9.94,0,0
Uganda,UGA,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,13.89,13.89,17.86,17.86,8.33,8.33,9.62,9.62,0,0
Uganda,UGA,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0,0,2,1,1,0,0,0,0,,0,,,0,0,16.67,16.67,21.43,21.43,12.22,12.22,14.1,14.1,0,0
Uganda,UGA,,,NAT_TOTAL,20200331,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,2,37856125.45,0,2,1,1,1,0,0,0,,0,,,44,0,93.52,93.52,96.43,96.43,68.33,68.33,71.15,71.15,50,50
Uganda,UGA,,,NAT_TOTAL,20200430,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,0,,2,0,0,2,1,1,1,0,0,0,,0,,,83,0,93.52,93.52,96.43,96.43,68.33,68.33,71.15,71.15,50,50
Uganda,UGA,,,NAT_TOTAL,20200531,3,1,2,1,2,1,4,1,2,0,1,1,2,0,3,0,,2,0,0,2,1,1,1,0,0,4,1,0,,,417,0,80.56,80.56,83.33,83.33,67.22,67.22,69.87,69.87,50,50
Uganda,UGA,,,NAT_TOTAL,20200630,3,1,2,1,2,1,4,1,2,0,2,1,2,0,4,0,,2,0,0,2,1,1,1,0,0,4,1,0,,,889,0,87.04,87.04,88.1,88.1,71.11,71.11,74.36,74.36,50,50
Uganda,UGA,,,NAT_TOTAL,20200731,3,1,2,0,2,1,4,1,1,1,2,1,2,0,2,0,,1,0,0,2,1,1,1,0,0,4,1,0,,,1154,3,76.85,76.85,77.38,77.38,61.67,61.67,67.31,67.31,25,25
Uganda,UGA,,,NAT_TOTAL,20200831,3,1,2,1,2,1,4,1,1,1,2,1,2,1,2,0,,1,0,0,2,1,1,2,0,0,4,1,0,,,2972,32,81.48,81.48,84.52,84.52,67.78,67.78,74.36,74.36,25,25
Uganda,UGA,,,NAT_TOTAL,20200930,3,1,2,1,2,1,4,1,0,,2,1,2,1,1,0,,2,0,0,2,1,1,2,0,0,4,1,0,,,8129,75,73.15,73.15,71.43,71.43,66.11,66.11,68.59,68.59,50,50
Uganda,UGA,,,NAT_TOTAL,20201031,2,1,2,1,2,1,4,1,1,0,2,1,0,,1,0,,2,0,0,2,1,1,1,0,0,4,1,0,,,12495,111,61.11,61.11,69.05,69.05,55.56,55.56,56.41,56.41,50,50
Uganda,UGA,,,NAT_TOTAL,20201130,2,1,2,1,1,1,2,1,0,,2,0,2,0,1,0,,0,0,0,2,1,1,1,0,0,2,0,0,,,20459,205,53.7,53.7,58.33,58.33,40.28,40.28,46.47,46.47,0,0
Uganda,UGA,,,NAT_TOTAL,20201231,2,1,2,1,1,1,2,1,0,,2,1,0,,1,0,,0,0,0,2,1,1,1,0,0,2,0,0,,,35216,251,47.22,47.22,59.52,59.52,36.39,36.39,41.99,41.99,0,0
Ukraine,UKR,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,1,0,0,0,0,,0,,,0,0,0,0,0,0,2.22,2.22,2.56,2.56,0,0
Ukraine,UKR,,,NAT_TOTAL,20200331,3,1,2,1,2,1,4,1,2,1,1,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,0,,0,,,645,17,88.89,88.89,96.43,96.43,63.89,63.89,67.95,67.95,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200430,3,1,2,1,2,1,4,1,2,1,1,1,2,1,4,1,0,1,59384599,0,2,1,1,1,0,0,3,1,0,,,10406,261,88.89,88.89,96.43,96.43,68.89,68.89,73.72,73.72,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200531,3,1,2,1,2,0,4,1,2,0,1,1,2,1,4,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,23672,708,83.33,83.33,91.67,91.67,71.11,71.11,76.28,76.28,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200630,3,1,1,0,0,,0,,1,0,1,1,2,0,1,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,45254,1173,41.67,41.67,50,50,46.11,46.11,47.44,47.44,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200731,3,1,1,0,0,,0,,1,0,1,1,2,0,1,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,71404,1717,41.67,41.67,50,50,46.11,46.11,47.44,47.44,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200831,3,1,2,0,1,0,2,0,2,0,1,1,2,0,4,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,124132,2605,66.2,66.2,74.76,74.76,60.83,60.83,64.42,64.42,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20200930,3,0,2,0,1,0,2,0,2,0,1,1,2,0,2,1,0,1,0,0,2,1,3,2,0,0,3,1,0,,,214446,4221,58.8,58.8,64.05,64.05,58.61,58.61,61.86,61.86,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20201031,3,0,2,0,1,0,2,0,2,0,1,1,2,0,2,1,0,1,0,0,2,1,3,2,0,0,3,1,0,,,399330,7399,58.8,58.8,64.05,64.05,58.61,58.61,61.86,61.86,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20201130,3,0,2,0,1,0,3,0,2,0,1,1,2,0,2,1,0,1,0,0,2,1,3,2,0,0,3,1,0,,,752343,12731,61.57,61.57,66.9,66.9,60.28,60.28,63.78,63.78,37.5,37.5
Ukraine,UKR,,,NAT_TOTAL,20201231,3,0,2,0,1,0,3,0,2,0,1,1,2,0,2,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,1086997,19281,61.57,61.57,66.9,66.9,58.61,58.61,61.86,61.86,37.5,37.5
Uruguay,URY,,,NAT_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,,,NAT_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,,,NAT_TOTAL,20200331,3,1,1,1,2,1,0,,1,1,1,1,1,1,4,1,0,2,0,0,2,1,1,1,0,0,0,,0,,,338,1,62.96,62.96,83.33,83.33,51.67,51.67,50,50,62.5,62.5
Uruguay,URY,,,NAT_TOTAL,20200430,3,0,1,1,2,1,0,,1,1,1,1,1,1,4,1,0,2,0,0,2,1,1,1,0,0,0,,0,,,643,17,61.11,61.11,79.76,79.76,50.56,50.56,48.72,48.72,62.5,62.5
Uruguay,URY,,,NAT_TOTAL,20200531,3,0,1,1,2,1,0,,1,1,1,1,1,1,4,1,0,2,0,0,2,1,1,1,0,0,2,1,0,,,823,22,61.11,61.11,79.76,79.76,53.89,53.89,52.56,52.56,62.5,62.5
Uruguay,URY,,,NAT_TOTAL,20200630,2,0,1,1,0,,0,,1,1,1,1,1,1,4,1,0,2,0,0,2,1,3,1,0,0,2,1,0,,,936,27,46.3,46.3,61.9,61.9,49.44,49.44,47.44,47.44,62.5,62.5
